,folder_name,area_name,year,xmin,ymin,zmin,xmax,ymax,zmax,points
494,MO_BooneCo_2009/,MO_BooneCo,2009,-10321722,4667743,-44836,-10231254,4758211,45632,5011966419
495,MO_Clay_County_2008/,MO_Clay_County,2008,-10534119,4737374,-24608,-10482965,4788528,26546,597975464
496,MO_Cole-Callaway-Osage_2010/,MO_Cole-Callaway-Osage,2010,-10305206,4618296,-55976,-10191276,4732226,57954,6522548043
497,MO_CooperCo_2011/,MO_CooperCo,2011,-10359391,4672537,-28861,-10299729,4732199,30801,1932807078
498,MO_DuckCreek_2009/,MO_DuckCreek,2009,-10054679,4421486,-21866,-10010645,4465520,22168,382205482
499,MO_DunklinCo_2012/,MO_DunklinCo,2012,-10082355,4299533,-44703,-9992537,4389351,45115,2255087752
500,MO_FEMANRCS_1_2020/,MO_FEMANRCS_1,2020,-10587433,4261242,-321836,-9941269,4907406,324328,55630370830
501,MO_FranklinCo_2011/,MO_FranklinCo,2011,-10175870,4596863,-39730,-10095610,4677123,40530,6843384926
502,MO_GreeneCo_2011/,MO_GreeneCo,2011,-10422887,4442984,-31464,-10359055,4506816,32368,5662589078
503,MO_HowardCo_2011/,MO_HowardCo,2011,-10347421,4715730,-27294,-10290785,4772366,29342,1506334787
504,MO_JasperCo_2010/,MO_JasperCo,2010,-10534524,4434619,-31924,-10468664,4500479,33936,1644359748
505,MO_JeffersonGenevieve_2010/,MO_JeffersonGenevieve,2010,-10104198,4557226,-46211,-10010862,4650562,47125,5535724855
506,MO_LincolnCo_2011/,MO_LincolnCo,2011,-10157957,4696300,-32310,-10092553,4761704,33094,3513255101
507,MO_LivingstonCo_2011/,MO_LivingstonCo,2011,-10450298,4805573,-27451,-10392468,4863403,30379,322601435
508,MO_LivingstonCounty_2011/,MO_LivingstonCounty,2011,-10437536,4807446,-26843,-10381664,4863318,29029,1828048382
509,MO_MaconCo_2011/,MO_MaconCo,2011,-10332168,4810199,-29075,-10273116,4869251,29977,3663913210
510,MO_MonroeAudrainMontgomeryCos_2011/,MO_MonroeAudrainMontgomeryCos,2011,-10272935,4671523,-72149,-10127769,4816689,73017,4899415699
511,MO_Platte_County_2008/,MO_Platte_County,2008,-10586829,4743132,-26999,-10530817,4799144,29013,647851667
512,MO_PutnamCo_2011/,MO_PutnamCo,2011,-10394499,4894648,-39102,-10315339,4973808,40058,2584474738
513,MO_RandolphCo_2012/,MO_RandolphCo,2012,-10325591,4751155,-31761,-10259939,4816807,33891,3054732018
514,MO_RayCo_2011/,MO_RayCo,2011,-10492147,4739126,-11026,-10469401,4761872,11720,149924248
515,MO_Rolla_2011/,MO_Rolla,2011,-10218902,4567021,-3908,-10210034,4575889,4960,20703110
516,MO_StFrancoisCo_2011/,MO_StFrancoisCo,2011,-10115902,4528262,-34132,-10046802,4597362,34968,2793393796
517,MO_StFrancois_2012/,MO_StFrancois,2012,-10098265,4507529,-33201,-10030895,4574899,34169,1850294263
518,MO_StLouis_2012/,MO_StLouis,2012,-10102319,4634075,-35735,-10030243,4706151,36341,3299085383
519,MO_Steelville_2011/,MO_Steelville,2011,-10172847,4573166,-2762,-10166667,4579346,3418,12464336
520,MO_SullivanCo_2012/,MO_SullivanCo,2012,-10403844,4875014,-23215,-10356410,4922448,24219,1046313234
521,MO_UpperGrand_2011/,MO_UpperGrand,2011,-10552867,4796165,-76345,-10397429,4951603,79093,3972361864
522,MO_Washinton-IronCo_2011/,MO_Washinton-IronCo,2011,-10164901,4521326,-46371,-10071179,4615048,47351,6509156903
523,MO_WestCentral_1_2018/,MO_WestCentral_1,2018,-10533541,4624765,-107967,-10317009,4841297,108565,59697308669
524,MO_WestCentral_2_2018/,MO_WestCentral_2,2018,-10128859,4636714,-49251,-10029673,4735900,49935,32274274737
525,MO_WestCentral_3_2018/,MO_WestCentral_3,2018,-10143869,4299209,-133351,-9876205,4566873,134313,14785795126
526,MO_WestCentral_4_2018/,MO_WestCentral_4,2018,-10203383,4650293,-55313,-10092361,4761315,55709,24148877749
527,MS_CampShelby_2006/,MS_CampShelby,2006,-9980304,3580509,-57489,-9865002,3695811,57813,1865505107
528,MS_MSDeltaYazoo-Phase1_2009/,MS_MSDeltaYazoo-Phase1,2009,-10258861,3802935,-136135,-9887013,4174783,235713,60079629604
529,MS_MississippiDelta_3_2018/,MS_MississippiDelta_3,2018,-10153354,3879706,-132309,-9886722,4146338,134323,38702980713
530,MS_MississippiDelta_A1_2018/,MS_MississippiDelta_A1,2018,-10034182,3984104,-89611,-9853678,4164608,90893,60990063965
531,MS_MississippiDelta_A2_2018/,MS_MississippiDelta_A2,2018,-10195125,3898170,-132329,-9928697,4164598,134099,30249414547
532,MS_NRCS-Lauderdale_2013/,MS_NRCS-Lauderdale,2013,-9981145,3740453,-90309,-9799861,3921737,90975,49283861450
533,MS_NRCS_East_1_2018/,MS_NRCS_East_1,2018,-10071186,3820526,-26769,-10017588,3874124,26829,4207534879
534,MS_NRCS_East_2_2018/,MS_NRCS_East_2,2018,-10063550,3819071,-139540,-9784218,4098403,139792,60589575027
535,MS_NRCS_East_3_2018/,MS_NRCS_East_3,2018,-10067306,3751942,-35832,-9997952,3821296,33522,8215151658
536,MS_NRCS_East_4_2018/,MS_NRCS_East_4,2018,-10038347,3751191,-35521,-9969667,3819871,33159,14751284161
537,MS_Tupelo_2012/,MS_Tupelo,2012,-10005176,3853380,-127650,-9749324,4109232,128202,24194563257
538,MT_Helena_2012/,MT_Helena,2012,-12499835,5856635,-25007,-12446753,5909717,28075,1252200566
539,MT_NRCS_B1_QL1_2018/,MT_NRCS_B1_QL1,2018,-12612588,6171260,-22561,-12563336,6220512,26691,3299852279
540,MT_NRCS_B1_QL2_2018/,MT_NRCS_B1_QL2,2018,-12733479,5521853,-446744,-11836493,6418839,450242,17948656583
541,MT_NRCS_B2_2018/,MT_NRCS_B2,2018,-11889119,5575903,-152516,-11580115,5884907,156488,26098419436
542,MT_RavalliGraniteCusterPowderRiver_2_2019/,MT_RavalliGraniteCusterPowderRiver_2,2019,-11832726,5595948,-73017,-11685528,5743146,74181,36253650966
543,MT_SageGrouse_2010/,MT_SageGrouse,2010,-12165162,5822226,-31791,-12099310,5888078,34061,2557104911
544,NC_BladenCo_2014/,NC_BladenCo,2014,-8783116,4071981,-39319,-8703746,4151351,40051,10643305388
545,NC_BrunswickCo_2014/,NC_BrunswickCo,2014,-8755722,4001331,-40154,-8674738,4082315,40830,9353890099
546,NC_ColumbusCo_2014/,NC_ColumbusCo,2014,-8803455,4005454,-50345,-8702037,4106872,51073,11112677176
547,NC_DuplinCo_2014/,NC_DuplinCo,2014,-8707209,4124328,-32291,-8641853,4189684,33065,8462028418
548,NC_EdgecombeCo_2014/,NC_EdgecombeCo,2014,-8669448,4254745,-32997,-8603302,4320891,33149,5200355407
549,NC_FranklinCo_2014/,NC_FranklinCo,2014,-8745348,4276183,-30215,-8684782,4336749,30351,4980584835
550,NC_GreeneCo_2014/,NC_GreeneCo,2014,-8664500,4211516,-20407,-8623074,4252942,21019,2910499707
551,NC_HalifaxCo_2014/,NC_HalifaxCo,2014,-8682957,4292663,-43269,-8596339,4379281,43349,6837368378
552,NC_HurricaneFlorence_1_2020/,NC_HurricaneFlorence_1,2020,-8849768,3996029,-85439,-8677680,4168117,86649,152758563641
553,NC_HurricaneFlorence_2_2020/,NC_HurricaneFlorence_2,2020,-8686364,4002673,-85074,-8514994,4174043,86296,93125976446
554,NC_HurricaneFlorence_3_2020/,NC_HurricaneFlorence_3,2020,-8673858,4148178,-47633,-8577850,4244186,48375,56337677107
555,NC_HurricaneFlorence_4_2020/,NC_HurricaneFlorence_4,2020,-8750531,4320166,-27746,-8693657,4377040,29128,36226206071
556,NC_HurricaneFlorence_5_2020/,NC_HurricaneFlorence_5,2020,-8785713,4144139,-65269,-8653899,4275953,66545,135351640957
557,NC_HurricaneFlorence_6_2020/,NC_HurricaneFlorence_6,2020,-8620753,4164354,-91167,-8438027,4347080,91559,145852589037
558,NC_HurricaneFlorence_7_2020/,NC_HurricaneFlorence_7,2020,-8809812,4064083,-46592,-8715382,4158513,47838,100529597771
559,NC_HurricaneFlorence_8_2020/,NC_HurricaneFlorence_8,2020,-8778392,4242861,-66470,-8644154,4377099,67768,88650327471
560,NC_HurricaneFlorence_9_2020/,NC_HurricaneFlorence_9,2020,-8622914,4255462,-79422,-8462776,4415600,80716,180495136950
561,NC_JohnstonCo_2014/,NC_JohnstonCo,2014,-8765349,4199220,-38138,-8688369,4276200,38842,9811972820
562,NC_LenoirCo_2014/,NC_LenoirCo,2014,-8667372,4164817,-28457,-8609660,4222529,29255,3924756529
563,NC_NashCo_2014/,NC_NashCo,2014,-8713358,4262931,-32758,-8647408,4328881,33192,5534361678
564,NC_NewHanoverCo_2014/,NC_NewHanoverCo,2014,-8702124,4013041,-33740,-8633864,4081301,34520,2027552865
565,NC_PenderCo_2014/,NC_PenderCo,2014,-8712941,4054673,-42043,-8628063,4139551,42835,9410650460
566,NC_Phase4_Lincoln_2016/,NC_Phase4_Lincoln,2016,-9075943,4197008,-32568,-9010119,4262832,33256,28004983829
567,NC_Phase5_Ashe_2017/,NC_Phase5_Ashe,2017,-9099756,4330096,-26883,-9043776,4386076,29097,49246994085
568,NC_Phase5_Avery_2017/,NC_Phase5_Avery,2017,-9144433,4288447,-24963,-9092133,4340747,27337,34764055988
569,NC_Phase5_Buncombe_2017/,NC_Phase5_Buncombe,2017,-9226363,4209376,-38016,-9147869,4287870,40478,91211176328
570,NC_Phase5_Burke_2017/,NC_Phase5_Burke,2017,-9126587,4235129,-34036,-9056917,4304799,35634,63287291280
571,NC_Phase5_Caldwell_2017/,NC_Phase5_Caldwell,2017,-9107086,4265614,-26043,-9052908,4319792,28135,45756140320
572,NC_Phase5_Cherokee_2017/,NC_Phase5_Cherokee,2017,-9387525,4146895,-34652,-9316289,4218131,36584,81571291256
573,NC_Phase5_Clay_2017/,NC_Phase5_Clay,2017,-9351135,4144532,-27803,-9293363,4202304,29969,41067097283
574,NC_Phase5_Graham_2017/,NC_Phase5_Graham,2017,-9355444,4184874,-24543,-9304332,4235986,26569,62072056965
575,NC_Phase5_Haywood_2017/,NC_Phase5_Haywood,2017,-9274337,4203889,-33236,-9205417,4272809,35684,92477426873
576,NC_Phase5_Henderson_2017/,NC_Phase5_Henderson,2017,-9211009,4180543,-25769,-9157507,4234045,27733,58007721633
577,NC_Phase5_Jackson_2017/,NC_Phase5_Jackson,2017,-9291259,4163736,-34607,-9219563,4235432,37089,86786882680
578,NC_Phase5_Macon_2017/,NC_Phase5_Macon,2017,-9321521,4150261,-33843,-9251587,4220195,36091,104904589445
579,NC_Phase5_Madison_2017/,NC_Phase5_Madison,2017,-9236402,4252660,-30000,-9174460,4314602,31942,72997207788
580,NC_Phase5_McDowell_2017/,NC_Phase5_McDowell,2017,-9165287,4234185,-29508,-9104247,4295225,31532,61005471145
581,NC_Phase5_Mitchell_2017/,NC_Phase5_Mitchell,2017,-9175727,4274756,-23672,-9125927,4324556,26128,28716181813
582,NC_Phase5_Polk_2017/,NC_Phase5_Polk,2017,-9168076,4182314,-21330,-9124146,4226244,22600,28817072052
583,NC_Phase5_Rutherford_2017/,NC_Phase5_Rutherford,2017,-9159685,4184481,-32429,-9093409,4250757,33847,62265963351
584,NC_Phase5_Swain_2017/,NC_Phase5_Swain,2017,-9345935,4186252,-43052,-9257449,4274738,45434,95445983866
585,NC_Phase5_Transylvania_2017/,NC_Phase5_Transylvania,2017,-9245456,4166992,-25743,-9191798,4220650,27915,73057436425
586,NC_Phase5_Watauga_2017/,NC_Phase5_Watauga,2017,-9119163,4309834,-24661,-9067733,4361264,26769,37397092441
587,NC_Phase5_Yancey_2017/,NC_Phase5_Yancey,2017,-9190390,4259168,-25007,-9137788,4311770,27595,40975594993
588,NC_RobesonCo_2014/,NC_RobesonCo,2014,-8853654,4069084,-44215,-8764428,4158310,45011,11201214661
589,NC_SampsonCo_2014/,NC_SampsonCo,2014,-8777982,4105848,-50128,-8676996,4206834,50858,10514649883
590,NC_SpartaEQ_1_2020/,NC_SpartaEQ_1,2020,-9042415,4353096,-13742,-9014591,4380920,14082,30651159359
591,NC_VanceCo_2014/,NC_VanceCo,2014,-8752873,4325436,-25543,-8701569,4376740,25761,2665382645
592,NC_WarrenCo_2014/,NC_WarrenCo,2014,-8718694,4328860,-23824,-8670918,4376636,23952,4280164785
593,NC_WayneCo_2014/,NC_WayneCo,2014,-8718882,4185604,-29827,-8658624,4245862,30431,5663991974
594,NC_WilsonCo_2014/,NC_WilsonCo,2014,-8704226,4233481,-28976,-8646144,4291563,29106,3657839970
595,NE_CherryBrownCuster_Partial_1_2020/,NE_CherryBrownCuster_Partial_1,2020,-11352137,5019051,-134379,-11081533,5289655,136225,40149392469
596,NE_CumingCo_2010/,NE_CumingCo,2010,-10851564,5051847,-70156,-10710514,5192897,70894,1774479273
597,NE_NIROC-PapioCo_2010/,NE_NIROC-PapioCo,2010,-10721752,5070409,-15104,-10690060,5102101,16588,168824528
598,NE_Niobrara_Topobathy_2018/,NE_Niobrara_Topobathy,2018,-11188736,5142116,-138174,-10911202,5419650,139360,8635761867
599,NE_Northeast_1_2020/,NE_Northeast_1,2020,-10839524,5111467,-85669,-10667124,5283867,86731,31014360665
600,NE_Northeast_2_2020/,NE_Northeast_2,2020,-11104244,5050743,-126039,-10850980,5304007,127225,46465122429
601,NE_Northeast_3_2020/,NE_Northeast_3,2020,-10920491,5121349,-86457,-10746413,5295427,87621,16168282202
602,NE_PostSpringFlood_OrthoLidar_B1_2019/,NE_PostSpringFlood_OrthoLidar_B1,2019,-11117203,5174869,-103289,-10909483,5382589,104431,14160612378
603,NE_PostSpringFlood_OrthoLidar_TL_2019/,NE_PostSpringFlood_OrthoLidar_TL,2019,-10919626,5042553,-120203,-10677374,5284805,122049,3255144866
604,NE_Rainwater-1_2009/,NE_Rainwater-1,2009,-11314246,4802319,-199511,-10913376,5203189,201359,2104051328
605,NE_Rainwater-2_2009/,NE_Rainwater-2,2009,-11748484,4214957,-434,-10260270,5703171,1487780,27418644236
606,NE_SouthernNE_B1_2018/,NE_SouthernNE_B1,2018,-10941078,4802105,-100617,-10738072,5005111,102389,28570618947
607,NE_SouthernNE_B2_2018/,NE_SouthernNE_B2,2018,-11091428,4816830,-100261,-10889572,5018686,101595,29986142462
608,NE_SouthernNE_B3_2018/,NE_SouthernNE_B3,2018,-11157094,4884654,-83902,-10988834,5052914,84358,32285409825
609,NE_SouthernNE_B4A_2018/,NE_SouthernNE_B4A,2018,-10992809,4942538,-77040,-10838803,5096544,76966,23028524400
610,NE_SouthernNE_B4B_2018/,NE_SouthernNE_B4B,2018,-10777729,4980274,-66437,-10644135,5113868,67157,13458068410
611,NE_SouthernNE_B5_2018/,NE_SouthernNE_B5,2018,-10733137,4980334,-56156,-10620175,5093296,56806,1790755592
612,NE_Southwest_1_2020/,NE_Southwest_1,2020,-11626719,4866212,-156883,-11310429,5182502,159407,50250364400
613,NE_Southwest_2_2020/,NE_Southwest_2,2020,-11384251,4866093,-127206,-11127717,5122627,129328,73381920088
614,NH_Coastal_1_2019/,NH_Coastal_1,2019,-8001000,5245880,-72122,-7857888,5388992,70990,81155007916
615,NH_Coastal_2_2019/,NH_Coastal_2,2019,-8007230,5258893,-71191,-7868128,5397995,67911,24493987699
616,NJ_CapeMayCo_2008/,NJ_CapeMayCo,2008,-8351282,4709633,-29417,-8292276,4768639,29589,2138844970
617,NJ_CumberlandCo_2008/,NJ_CumberlandCo,2008,-8396658,4742021,-31800,-8331538,4807141,33320,3964329187
618,NJ_GloucesterCo_2007/,NJ_GloucesterCo,2007,-8398894,4790916,-31025,-8335288,4854522,32581,1523029158
619,NJ_SalemCo_2008/,NJ_SalemCo,2008,-8426395,4772572,-24397,-8377585,4821382,24413,196751545
620,NJ_SalemCo_2009/,NJ_SalemCo,2009,-8418746,4787955,-23534,-8371116,4835585,24096,1068374070
621,NJ_South_Jersey_FEMA_2018/,NJ_South_Jersey_FEMA,2018,-8433903,4678047,-156,-8106441,5005509,327306,18361523468
622,NJ_SouthernNJ_2018/,NJ_SouthernNJ,2018,-8412818,4702105,-61019,-8270462,4844461,81337,62295833862
623,NJ_SussexWarren_2008/,NJ_SussexWarren,2008,-8368269,4990614,-36973,-8293645,5065238,37651,619680890
624,NM_Albuquerque_2010/,NM_Albuquerque,2010,-11947576,4096075,-75482,-11792494,4251157,79600,6501794010
625,NM_McKinley_CoalMine_2012/,NM_McKinley_CoalMine,2012,-12139563,4242044,-9080,-12116647,4264960,13836,568336498
626,NM_NRCS_MiddleRioGrande_2017/,NM_NRCS_MiddleRioGrande,2017,-12086467,3925268,-199351,-11683267,4328468,203849,37067905839
627,NM_Navajo-Pinabete_CoalMine_2012/,NM_Navajo-Pinabete_CoalMine,2012,-12097643,4364060,-17153,-12059483,4402220,21007,488836935
628,NM_NorthWest_B1_2018/,NM_NorthWest_B1,2018,-12025722,4289807,-73277,-11874664,4440865,77781,18107224338
629,NM_NorthWest_B2A_2018/,NM_NorthWest_B2A,2018,-12211321,4061782,-83699,-12038537,4234566,89085,9623819230
630,NM_NorthWest_B2B_2018/,NM_NorthWest_B2B,2018,-12022251,4381062,-32902,-11952657,4450656,36692,7950927679
631,NM_NorthWest_B3B_2018/,NM_NorthWest_B3B,2018,-12017942,4243968,-15225,-11982428,4279482,20289,1272652034
632,NM_NorthWest_B4_2018/,NM_NorthWest_B4,2018,-12089264,4335362,-35283,-12015266,4409360,38715,326143349
633,NM_NorthWest_Jicarilla_TL_2018/,NM_NorthWest_Jicarilla_TL,2018,-11987512,4310441,-62803,-11857214,4440739,67495,14187759937
634,NM_NorthWest_Navajo_A_TL_2018/,NM_NorthWest_Navajo_A_TL,2018,-12254570,4121301,-157243,-11935470,4440401,161857,82557815388
635,NM_NorthWest_Navajo_B_TL_2018/,NM_NorthWest_Navajo_B_TL,2018,-12062864,4238092,-73747,-11909276,4391680,79841,7956317224
636,NM_NorthWest_SouthernUte_TL_2018/,NM_NorthWest_SouthernUte_TL,2018,-11998773,4392097,-44580,-11904973,4485897,49220,406114414
637,NM_NorthWest_UteMountain_TL_2018/,NM_NorthWest_UteMountain_TL,2018,-12139412,4385435,-40742,-12053078,4471769,45592,1677839502
638,NM_NorthWest_Zuni_TL_2018/,NM_NorthWest_Zuni_TL,2018,-12202239,4096549,-60264,-12077175,4221613,64800,8821606989
639,NM_Northeast_B1_2018/,NM_Northeast_B1,2018,-11624628,4052016,-76499,-11468280,4208364,79849,26627328031
640,NM_Northeast_B2_2018/,NM_Northeast_B2,2018,-11667803,4134843,-97823,-11468231,4334415,101749,48406609460
641,NM_Northeast_B3_2018/,NM_Northeast_B3,2018,-11712068,4181442,-119593,-11468290,4425220,124185,58913900972
642,NM_Northeast_B4_2018/,NM_Northeast_B4,2018,-11712024,4242583,-121035,-11465454,4489153,125535,43254236899
643,NM_Northeast_B5_2018/,NM_Northeast_B5,2018,-11715120,4307661,-128155,-11453524,4569257,133441,42144643023
644,NM_RioSanJose_TL_2016/,NM_RioSanJose_TL,2016,-12094480,4068725,-96754,-11896458,4266747,101268,10381590129
645,NM_SouthCentral_Acoma_TL_2018/,NM_SouthCentral_Acoma_TL,2018,-12027101,4120815,-18234,-11984787,4163129,24080,270854989
646,NM_SouthCentral_B10_2018/,NM_SouthCentral_B10,2018,-12198988,3998449,-85821,-12022326,4175111,90841,62366779750
647,NM_SouthCentral_B1_2018/,NM_SouthCentral_B1,2018,-12042758,3734720,-58089,-11922984,3854494,61685,29339558111
648,NM_SouthCentral_B2_2018/,NM_SouthCentral_B2,2018,-12139644,3747150,-56942,-12022336,3864458,60366,33159461987
649,NM_SouthCentral_B3_2018/,NM_SouthCentral_B3,2018,-12038175,3852554,-53667,-11926561,3964168,57947,34185765607
650,NM_SouthCentral_B4_2018/,NM_SouthCentral_B4,2018,-12184094,3638567,-78903,-12022336,3800325,82855,34729543260
651,NM_SouthCentral_B5_2018/,NM_SouthCentral_B5,2018,-12289048,3762607,-108475,-12068196,3983459,112377,38742052760
652,NM_SouthCentral_B6_2018/,NM_SouthCentral_B6,2018,-11966957,3733893,-65677,-11832399,3868451,68881,30916428043
653,NM_SouthCentral_B7_2018/,NM_SouthCentral_B7,2018,-12022677,3861803,-74432,-11869293,4015187,78952,31408423458
654,NM_SouthCentral_B8_2018/,NM_SouthCentral_B8,2018,-12175124,3848978,-79621,-12013544,4010558,81959,78485794991
655,NM_SouthCentral_B9_2018/,NM_SouthCentral_B9,2018,-12082726,4007375,-141117,-11795596,4294505,146013,20850776931
656,NM_SouthCentral_Fort_Sill_TL_2018/,NM_SouthCentral_Fort_Sill_TL,2018,-11958530,3793527,356,-11956708,3795349,2178,10569302
657,NM_SouthCentral_Navajo_A_TL_2018/,NM_SouthCentral_Navajo_A_TL,2018,-12069044,4121103,-9894,-12043108,4147039,16042,595590221
658,NM_SouthCentral_Navajo_B_TL_2018/,NM_SouthCentral_Navajo_B_TL,2018,-11972235,4067992,904,-11968489,4071738,4650,17307928
659,NM_SouthCentral_Zuni_TL_2018/,NM_SouthCentral_Zuni_TL,2018,-12140587,4087749,-17427,-12100331,4128005,22829,335745698
660,NM_SouthEast_B1_2018/,NM_SouthEast_B1,2018,-11866109,3681602,-127509,-11607157,3940554,131443,64038182734
661,NM_SouthEast_B2_2018/,NM_SouthEast_B2,2018,-11859152,3922135,-74594,-11705336,4075951,79222,28082359140
662,NM_SouthEast_B3_2018/,NM_SouthEast_B3,2018,-11609586,3740767,-67431,-11472712,3877641,69443,29005162058
663,NM_SouthEast_B4_2018/,NM_SouthEast_B4,2018,-11883507,3825613,-77273,-11724779,3984341,81455,35818653866
664,NM_SouthEast_B5_2018/,NM_SouthEast_B5,2018,-11724964,3788365,-113254,-11495358,4017971,116352,32841272832
665,NM_SouthEast_B7_2018/,NM_SouthEast_B7,2018,-11705451,3917519,-82029,-11538815,4084155,84607,19981101499
666,NM_SouthEast_B8_2018/,NM_SouthEast_B8,2018,-11857298,4016305,-79905,-11692770,4180833,84623,11506369445
667,NM_WhiteSandsNM_2020/,NM_WhiteSandsNM,2020,-11855499,3844040,-19108,-11814879,3884660,21512,8866804342
668,NV_ClarkCounty_B1_2018/,NV_ClarkCounty_B1,2018,-12873363,4160925,-128876,-12614681,4419607,129806,5369142498
669,NV_LasVegasValley_2010/,NV_LasVegasValley,2010,-12843051,4284183,-32268,-12775957,4351277,34826,737148986
670,NY_3County_2019/,NY_3County,2019,-8808514,5187606,-90607,-8624120,5372000,93787,58620796304
671,NY_Columbia_Rensselaer_2016/,NY_Columbia_Rensselaer,2016,-8255567,5155808,-57633,-8139651,5271724,58283,27651886191
672,NY_FEMAR2_Central_2_2018/,NY_FEMAR2_Central_2,2018,-8450580,5294607,-101626,-8245468,5499719,103486,104462383588
673,NY_FEMAR2_Central_4_2018/,NY_FEMAR2_Central_4,2018,-8420750,5174321,-153197,-8112912,5482159,154641,107955884201
674,NY_FEMAR2_Central_B1_2018/,NY_FEMAR2_Central_B1,2018,-8803683,4869630,-311446,-8179087,5494226,313150,31432382435
675,NY_FingerLakes_1_2020/,NY_FingerLakes_1,2020,-8626783,5195931,-74288,-8475391,5347323,77104,25243762789
676,NY_NewYorkCity/,NY_NewYor,City,-8267099,4937860,-31153,-8204119,5000840,31827,4755025996
677,NY_Region2Lot1-FEMA_2012/,NY_Region2Lot1-FEMA,2012,-8251473,5216193,-87578,-8076733,5390933,87162,5027908568
678,OH_Statewide_Phase1_1_2019/,OH_Statewide_Phase1_1,2019,-9442285,4866962,-191266,-9058379,5250868,192640,109984998020
679,OH_Statewide_Phase1_2_2019/,OH_Statewide_Phase1_2,2019,-9451459,4972234,-50659,-9348713,5074980,52087,56381407836
680,OH_Statewide_Phase1_3_2019/,OH_Statewide_Phase1_3,2019,-9266760,4915306,-95231,-9075470,5106596,96059,65152657790
681,OH_Statewide_Phase1_4_2019/,OH_Statewide_Phase1_4,2019,-9292253,4981139,-35045,-9221425,5051967,35783,31494687055
682,OH_Statewide_Phase1_5_2019/,OH_Statewide_Phase1_5,2019,-9442100,4898639,-75719,-9289288,5051451,77093,72492303355
683,OH_Statewide_Phase1_6_2019/,OH_Statewide_Phase1_6,2019,-9316424,4895391,-87174,-9140406,5071409,88844,70808087038
684,OH_Statewide_Phase1_7_2019/,OH_Statewide_Phase1_7,2019,-9093046,5004538,-76033,-8939306,5158278,77707,106069027385
685,OH_Statewide_Phase1_8_2019/,OH_Statewide_Phase1_8,2019,-9146218,5069818,-2827,-9140132,5075904,3259,6545910
686,OH_Statewide_Phase2_3_2020/,OH_Statewide_Phase2_3,2020,-9111022,4747360,-58498,-8993346,4865036,59178,79781384649
687,OK_GrandLake_2010/,OK_GrandLake,2010,-10598314,4363801,-43567,-10511470,4450645,43277,2614992440
688,OK_McIntosh_2011/,OK_McIntosh,2011,-10683945,4183039,-29353,-10624653,4242331,29939,863670095
689,OK_Panhandle_B1A_2018/,OK_Panhandle_B1A,2018,-11469587,4346778,-56311,-11354391,4461974,58885,19110965372
690,OK_Panhandle_B1B_2018/,OK_Panhandle_B1B,2018,-10886869,4175630,-43144,-10799621,4262878,44104,12902759942
691,OK_Panhandle_B1C_2018/,OK_Panhandle_B1C,2018,-10579972,4392434,-23573,-10532580,4439826,23819,6466210753
692,OK_Panhandle_B2_2018/,OK_Panhandle_B2,2018,-11354771,4293968,-110545,-11131803,4516936,112423,51734735143
693,OK_Pottawatomie_2011/,OK_Pottawatomie,2011,-10836652,4166429,-44142,-10747664,4255417,44846,1856844831
694,OK_Stillwater_2010/,OK_Stillwater,2010,-10893598,4287694,-54093,-10783714,4397578,55791,3209586532
695,OK_WashitaRiver_14NAD83_2009/,OK_WashitaRiver_14NAD83,2009,-11132349,4014740,-188750,-10753153,4393936,190446,14357233889
696,OK_WashitaRiver_14WGS84_2009/,OK_WashitaRiver_14WGS84,2009,-10808194,4012420,-67955,-10670852,4149762,69387,5012684521
697,OK_WashitaRiver_UTM15_2009/,OK_WashitaRiver_UTM15,2009,-10621819,4118527,-60263,-10499717,4240629,61839,146357225
698,OR_Klamath_2018/,OR_Klamath,2018,-13644368,5192790,-42685,-13555250,5281908,46433,10370633212
699,OR_MKRC_Topobathy_2021/,OR_MKRC_Topobathy,2021,-13705971,5430279,-60287,-13585213,5551037,60471,2935859907
700,OR_Malheur_USFS_2010/,OR_Malheur_USFS,2010,-13286725,5524124,-40634,-13201747,5609102,44344,14210012435
701,OR_McKenzieRiver_1_2021/,OR_McKenzieRiver_1,2021,-13699661,5433140,-58913,-13579041,5553760,61707,58414109803
702,OR_NRCSUSGS_1_2019/,OR_NRCSUSGS_1,2019,-13291216,5330604,-54910,-13178214,5443606,58092,46274330607
703,OR_NRCSUSGS_2_2019/,OR_NRCSUSGS_2,2019,-13341583,5449364,-43547,-13251129,5539818,46907,33282882123
704,OR_NRCSUSGS_3_2019/,OR_NRCSUSGS_3,2019,-13355101,5630315,-99350,-13154345,5831071,101406,71120120987
705,OR_NRCSUSGS_4_2019/,OR_NRCSUSGS_4,2019,-13463349,5599812,-74777,-13312301,5750860,76271,67543002566
706,OR_PoleCreek_2013/,OR_PoleCreek,2013,-13556879,5480766,-10829,-13531325,5506320,14725,2842693299
707,PA_3_County_South_Central_2018/,PA_3_County_South_Central,2018,-8586966,4885424,-106531,-8371732,5100658,108703,53094718674
708,PA_Northcentral_B1_2019/,PA_Northcentral_B1,2019,-8773818,4704074,-163844,-8444832,5033060,165142,38345516471
709,PA_Northcentral_B2_2019/,PA_Northcentral_B2,2019,-8789573,4891838,-77067,-8633269,5048142,79237,55390434079
710,PA_Northcentral_B3QL1_2019/,PA_Northcentral_B3QL1,2019,-8825756,5065410,-47899,-8728764,5162402,49093,6973954014
